y,x_ 1,x_ 2,x_ 3,x_ 4,x_ 5,x_ 6,x_ 7,x_ 8,x_ 9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,C_ 1_G,C_ 1_H,C_ 1_I,C_ 1_J,C_ 1_K,C_ 2_H,C_ 3_G,C_ 3_H,C_ 3_I,C_ 3_J,C_ 3_K,C_ 4_G,C_ 4_H,C_ 4_I,C_ 4_J,C_ 4_K,C_ 5_G,C_ 5_H,C_ 5_I,C_ 5_J,C_ 5_K
90.685036,23.983337889578703,12.28831039455587,-3.9781779999999998,-1.5040269999999998,-14.98679,0.6515809999999997,-37.878245,16.213807,-3.965437,11.859699928853633,1.5243629601374107,-5.06724,16.357349,-2.1830880000000006,4.270079000000001,1.176518,12.80454,8.968619,14.348722,-23.451053,7.591627,2.9262180728045886,32.65728903772448,14.395813,17.939577,3.9898,17.215629,4.861049,-5.372338,-3.4332980000000006,-14.24211,-6.508901786472075,-9.647727,-16.93960394379414,-10.194623,-0.12540300000000038,-2.934729,4.004721,4.009522,-11.811539,17.085082,4.34183,-15.265856,-8.269174,-8.563351,-18.109542,0.20061899999999988,2.406849,7.023604,-20.32297,-2.431973,9.579821,9.650979,10.034315,3.826599495488927,3.373144,-6.084848,15.117017,16.031367,4.275683,16.488559,-3.485641,15.596685672862657,5.937298,11.001651108215965,12.059885,6.7698325749248065,-25.59086,-20.268133,10.942843,6.2047110461649755,-7.782229,10.99053,-2.898233533500849,-10.070615,19.766317,-7.456542,5.66343,11.20890602809174,6.465289,5.632962,-6.022227999999999,3.310243,8.366144204417047,11.764431,18.33498747501118,3.7930449872689826,11.539522,-4.391159,-1.9732440000000002,-7.032047,6.319109,-14.86833047641502,26.197445,-9.913837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60.844445,26.204958,11.185962,-8.247602,-3.875866,-11.329702,2.6378999999999997,-39.617497,17.516819007379052,-2.442164,10.303557,0.9076213727356213,-2.7539049999999996,14.353799,-4.054586,-1.0415090812119139,2.225996,16.46236,12.580002,18.43732,-21.313403,8.746604,2.4247651442493465,34.842302,17.074722,16.606554,4.4909911115268955,19.50593,11.966433,-9.123613,-2.162552,-16.502475,-5.284308,-14.59379222593561,-13.506145,-8.567521,-0.273323,-0.4711059999999998,3.8063400000000005,3.01307,-11.890188,17.001309,5.022242,-12.818796,-10.226194,-7.719751,-14.542325,-1.489023,2.527811,9.815911,-17.903051,-6.677016,10.57886,7.031409,8.380048,7.07572,12.146237,-2.567744,19.160873,14.075657,5.238363,12.249144,-6.189262,15.9852,11.772047999999998,9.194833,11.624411,9.401263,-23.317376,-21.018755,15.694128,6.419304,-4.256122,9.531510539190048,-2.101694,-6.40562,24.515844,-7.016495,7.147531740362137,12.404325,9.926227,7.314768,-9.948181,-0.2656320000000001,5.417056,8.445011,17.01857,5.557939,13.157792,-7.844489,-10.123605,-13.437474,4.194794478123404,-12.880342,25.924603,-7.015803,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18.062345,18.560873,11.355342,-9.370161,-3.745315,-16.292421,-1.8317740000000002,-37.584605,14.411348,-2.376175,12.057741,1.8115311285208546,-10.39963,11.294329,-6.991269,-2.1751717998552316,2.919844,9.537451,10.751311,10.921344,-24.47846,3.9065710000000005,-2.9878040000000006,35.580136,14.434393330264838,9.807473,1.396368,15.811858,7.974082,-5.634233,-4.542187,-16.139794,-10.970825,-13.917199565215714,-17.403592,-9.228327,-3.501562,-6.676537,-1.388275,4.630793000000001,-12.079969,9.734362,1.493624,-13.167773,-13.769272,-11.928369,-18.987806,-4.317064,1.797322,4.006075,-20.263830870162398,-8.777034,10.085771,6.254964,7.2524820000000005,2.508887,2.1229600000000004,-4.179247,10.4758,13.081200739285022,-0.17215400000000014,11.538777,-9.710507,8.909427,5.193055,9.385319665107364,12.350154,9.506039,-27.186384474837592,-22.547662977725732,7.170195,0.16130400000000034,-8.376352,10.705476,-2.387529,-13.475389,19.166492491575962,-6.973379999999999,5.986122,8.879419,2.3759380000000005,7.8052847175150495,-11.137025,4.703891,7.369034,6.985228,17.340968,3.40553,15.074778,-5.894076,-8.448317,-12.291624,2.664209,-15.803518,24.293073,-14.795709,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-8.139839,31.896496,10.06904,-9.484426,-1.5127860000000002,-11.421909,-5.64918,-42.830037,18.403197,-7.791762,7.18276,1.002245,-8.711694,10.713326,-6.360039,-4.135995,5.130042,11.65843,9.995827,13.096095,-25.714453,10.381267,-0.8153140000000001,29.405448,9.605624,16.889981,4.046135159463574,13.905703,9.31677,-8.414861,-5.659022,-14.673004,-4.543699999999999,-14.94212,-18.911284,-14.626707,-0.04141800000000018,-6.588998,0.5117586250898458,2.0209089999999996,-7.513298,16.540003,7.116182,-15.308125,-12.277185,-10.35316,-17.112003524964855,-1.816303,-2.784191,9.11431505784901,-25.979176,-8.779235,10.435372,4.759824,2.712763,0.823108,8.243297296184181,-7.260252,17.411909,14.03158,4.485169000000001,13.216536,-3.1423749999999995,16.708202,9.835523,7.296726,10.539129,6.18146,-21.76128,-23.969465,14.976817,9.551079,-5.240018,4.412586,-4.637847,-8.696628,25.231338,-11.766646,1.9963980000000006,10.490401,10.864645,9.092001,-9.10080966339485,3.9850215251311214,9.810154,7.386506,15.076582,-5.620513999999999,15.39188,-9.492838,-6.712958,-13.253436,5.004891,-13.879328,25.954304,-9.365574,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-4.994792,25.400286,12.182442145679424,-3.6009589999999996,-2.615988,-15.455676,-4.950816,-39.932456,14.893863297073935,-7.341165,9.933879,-2.596163,-7.288147,14.45497,-7.534484,0.303836,1.95907,9.125249553520538,11.043296253461321,8.606991,-24.482664,11.799911,1.0872487778559616,31.906641,10.200817,10.161414,1.721333,11.285106,8.57476936078973,-10.383209,-7.081614,-15.188303,-8.224536,-16.158292,-16.267101,-12.124325,-0.08953200000000017,-7.974643,1.1309309999999997,0.363699,-12.384405,12.961113,2.318847,-15.621003,-14.527766,-6.461588,-18.15660377474615,-4.206664,1.70589,7.607709712597072,-24.316712,-8.941247,10.582598,9.948092,4.765365,0.09699999999999998,3.999807,-9.337133,11.130966,9.970084,-0.18041786443516195,14.965952,-6.15898,13.82145295581803,6.7299921844375525,6.599697,5.19743,5.655623561222286,-28.852215,-28.392054,7.77018,2.084231,-6.3764,10.568596,-7.8231649999999995,-7.53216,22.117273381735775,-9.516111318365077,4.281661,8.447231307056592,5.578546173453253,8.019622206171961,-11.800707940503756,3.222232,11.864806,3.374661,14.987362,0.23081630872548353,12.455359,-7.29009,-5.815218,-12.309663334588835,5.101262,-16.938532,22.611184,-17.240003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-71.94684900000001,20.182342,11.442101,-15.848929,-5.433512,-18.470896,-3.772478,-39.311873,10.820767,-8.019431,5.637397568991737,0.06681399999999998,-9.838097885445178,7.530479,-14.17121,-6.135703,0.4126059999999998,9.023051460036262,6.547878,9.182849,-24.985091,3.231445,-3.1403430000000006,30.698637,8.032418,14.161541,1.939998171430553,12.457139,7.104468316709934,-12.904414,-12.194596,-19.432921,-11.324993,-17.353227,-21.910288,-13.92056633367034,-3.490871,-7.84018,-5.654466,-1.4226810000000003,-16.767031,8.836123,1.8162530000000001,-17.062914,-13.534849,-14.90901,-23.361609,-6.86981,-5.3457040000000005,6.53738,-27.735532,-10.413874,7.274171000000001,3.087782,-0.3578450000000002,-0.849731,4.372336644113398,-8.626486,16.093223,10.730776,-1.127272,8.451297,-9.599250322845972,12.072103,5.373631,5.566992608079703,5.196117,0.45103899999999975,-29.907016,-24.770158,11.429903,-0.7203679999999997,-7.642369,4.250276452287329,-5.815534607649342,-7.721677,20.901965,-13.195157,0.5027299999999997,7.1238371714028,4.601411,5.948175,-11.886944,-1.3982839999999999,3.997487,3.992083,16.969193,-6.232715999999999,9.012108,-7.861573,-10.787434,-19.022602,0.09992200000000029,-17.2722612675706,18.770601,-17.890958,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-43.252217,21.581276,9.983328,-12.034357767534125,-0.1908669999999999,-17.00850936484614,-3.74671,-36.937439,12.19971,-6.301302,7.643753,0.469257,-7.692563,8.24628,-7.697915,-8.090335,1.38315,6.561515,10.496237,11.268163,-25.70564,10.50874,-0.782511,29.059285,10.968162,11.205926,1.1574129999999998,17.2826,4.015409,-9.069823,-7.930975,-19.950454,-4.520733,-17.00758290672387,-22.454019,-14.049557,-2.908288,-8.330687,-0.270926,2.304327,-16.619901,14.068642,0.6353689999999999,-14.372256,-13.170667,-11.018347,-21.013935,-3.248506,-3.749732,6.170317,-22.925918,-10.135439374662841,11.153041,4.102977,0.791382,-2.2610349999999997,1.577775,-7.444186185017076,14.582841,13.742109,-0.14296399999999998,11.119059,-6.790145,12.724132792461885,5.061136,3.986831,7.84671,3.737723859296181,-31.326119,-26.653668,9.398128,3.2413665243701875,-9.436798,11.988148,-6.518252,-12.472154,18.199451,-13.204613,2.588502,2.864534,5.046069,5.192515,-10.82665,3.532232105683218,5.456281,5.405306,17.198324,-2.9059950000000003,9.947645,-6.545404,-7.462659,-14.268092,3.398466,-16.317353,21.948563,-17.629762,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46.659819,23.541431,11.830937,-10.076435235476737,-3.960168,-16.30303099484135,-4.617966,-41.043839,17.47377,-4.969147,9.586601,0.918031,-6.698215799895761,13.978737,-5.346505,-0.07726999999999995,4.319174558674027,6.5676179999999995,10.861979,11.213266,-21.087134,8.320932,3.1458019999999998,31.577855516184794,19.605493,13.421735,5.736299,18.3548418160817,4.667288,-13.80613,-7.531933,-19.056748,-12.578076,-14.701428,-12.786859,-13.113643,-12.618479,-4.404027,4.052742,-0.20787,-14.328073,14.579658,2.014704,-12.93754701146728,-12.692778,-13.47759,-17.836631,-3.1696361512817868,3.3264999999999993,3.16758,-20.913793,-4.721554,10.29484503381269,4.773366,0.65971,-2.203575,3.665843,-5.543542,11.409367,13.338651,1.542837,9.63308,-11.546657,15.689172814222653,1.4091269999999998,10.79047,5.953585,5.769814,-24.94744,-20.908371,13.853573,5.598171029714164,-13.504243,10.903722,-4.978253,-13.669164,21.656765,-10.283984786663577,2.347496,11.676762,6.416308,1.9436349999999996,-9.696483765266308,-0.725082,5.71656,8.668872,16.821261,3.376022,12.296482,-11.238445,-7.940693,-13.496128395695338,4.484645,-17.66341,25.091233,-9.133498,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-46.682309,21.826025,9.841068,-10.822232,-9.082918,-17.277498,-7.583376999999999,-37.240807,15.739363,-9.962687,3.7627190000000006,-5.634103,-8.630890632371687,8.63548,-10.474837,-3.291254,2.936311,7.121915,9.01841,9.547736064141334,-27.723331,4.923991,-4.533751,30.674629,14.471062,8.694717,-1.825148,13.228094,7.039929,-7.264496,-7.170510673942749,-18.221925,-6.518487,-20.128148,-18.100898,-9.973992,-5.910211930481915,-7.830689,-1.97368,-1.2422360000000001,-11.990073173855716,11.455865,1.2905350247505263,-14.106408,-11.639665,-9.645362,-20.969301,-4.702022104218578,1.552771,9.622299,-21.865241,-9.4053,7.076957,3.69235,-2.5921290000000003,0.04112000000000027,6.475891,-6.601561,11.822271482597623,9.279141,-8.244538,7.50383,-7.830376,10.410711,5.305855,7.441389,9.062685,4.699399,-23.024487,-24.827795,10.217761298937232,1.9796047109950345,-7.856195,6.103943,-6.039261,-12.700497136079605,17.43084,-14.084644,4.257159,9.553287,8.176995,6.57362,-11.683915418745604,3.789983,9.435684,4.964604,13.428976,-2.004616,12.722996,-7.542747,-10.548269,-15.591710456089382,3.154314461515273,-15.265148,25.082441,-15.523372,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59.962466,27.634692,15.437111,-8.873309908447247,-4.582242,-13.963536573485381,-2.733406,-39.461801,17.791352,-6.40326,9.720442,-0.7361120000000001,-8.705028,15.805636,-5.663852,0.4765030000000001,4.941361,13.628536,14.558009,17.145659,-22.507417327281004,11.032199,4.299416,30.845581,18.920109,13.907166,2.726172,16.167703,10.725982,-10.772354,-4.091862,-14.404527,-4.618833,-16.398719,-13.881652,-10.982552,-4.501181,-6.074821,1.353126,2.28877,-9.584483,14.999115620609947,-0.3967310000000004,-17.899273,-7.844007,-6.20699,-15.391417,0.014599999999999946,2.054531,12.366385,-20.477531,-7.084372722954495,11.391404356096471,8.222195,5.978163,1.172768,6.088472,-2.039054,14.392935658156155,11.2212890159574,0.955338,14.306236,-6.245634,14.127513,9.199668,8.092671,13.851523,3.128575,-22.652544,-24.973558,15.967096,4.840226,-5.299448,10.580259,-0.05722700000000014,-7.860245,23.039583,-9.529535,7.402802,11.598695,8.358325,10.192426,-10.654417,1.0279599999999998,8.765124,7.041872,20.818375,5.897897,16.569198,-5.254716,-7.842454,-14.821414397059515,-0.8361520000000002,-14.136879,24.855741,-12.738811,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
